Name,Level,Department,Year,Non-Resident M,Non-Resident F,Unknown M,Unknown F,Hispanic M,Hispanic F,American Indian M,American Indian F,Asian M,Asian F,Black M,Black F,Pacific Islander M,Pacific Islander F,White M,White F,TwoorMore M,TwoorMore F,Total M,Total F,Total O,Total
The Pennsylvania State University,Undergrad,Industrial Engineering (B.S.),Sophomore,5,0,0,0,1,0,0,0,0,0,0,0,0,0,5,2,0,0,11,2,0,13
The Pennsylvania State University,Undergrad,Industrial Engineering (B.S.),Junior,42,9,1,1,9,3,0,0,4,10,1,0,0,0,63,26,3,0,123,49,0,172
The Pennsylvania State University,Undergrad,Industrial Engineering (B.S.),Senior,52,21,0,2,6,4,0,0,11,10,4,1,0,0,86,41,1,2,160,81,0,241
The Pennsylvania State University,Undergrad,Materials Science and Engineering (B.S.),Freshmen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Pennsylvania State University,Undergrad,Materials Science and Engineering (B.S.),Sophomore,3,3,0,0,0,2,0,0,1,1,2,1,0,0,6,0,2,1,14,8,0,22
The Pennsylvania State University,Undergrad,Materials Science and Engineering (B.S.),Junior,19,6,0,0,3,4,0,0,4,2,3,1,0,0,33,8,2,0,64,21,0,85
The Pennsylvania State University,Undergrad,Materials Science and Engineering (B.S.),Senior,32,3,4,1,8,1,0,1,3,2,3,2,0,0,65,18,2,1,117,29,0,146
The Pennsylvania State University,Undergrad,Mechanical Engineering (B.S.),Freshmen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Pennsylvania State University,Undergrad,Mechanical Engineering (B.S.),Sophomore,3,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,2,0,9,3,0,12
The Pennsylvania State University,Undergrad,Mechanical Engineering (B.S.),Junior,47,7,5,0,9,1,0,0,14,2,3,1,0,0,143,22,6,0,227,33,0,260
The Pennsylvania State University,Undergrad,Mechanical Engineering (B.S.),Senior,54,12,11,5,17,1,0,0,23,2,2,0,0,0,253,35,7,5,367,60,0,427
The Pennsylvania State University,Undergrad,Nuclear Engineering (B.S.),Freshmen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Pennsylvania State University,Undergrad,Nuclear Engineering (B.S.),Sophomore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
The Pennsylvania State University,Undergrad,Nuclear Engineering (B.S.),Junior,3,0,2,0,1,0,0,0,2,0,0,0,0,0,20,2,1,0,29,2,0,31
The Pennsylvania State University,Undergrad,Nuclear Engineering (B.S.),Senior,5,0,0,0,0,0,0,0,1,0,0,0,0,0,32,5,1,1,39,6,0,45
The Pennsylvania State University,Undergrad,Pre-Major Engineering,Freshmen,250,59,18,5,109,24,0,0,89,28,46,21,3,0,766,232,34,22,1315,391,0,1706
The Pennsylvania State University,Undergrad,Pre-Major Engineering,Sophomore,164,38,22,7,91,23,1,0,91,18,20,15,1,0,685,208,54,17,1129,326,0,1455
The Pennsylvania State University,Undergrad,Pre-Major Engineering,Junior,25,5,5,3,13,3,0,0,20,5,4,2,0,0,89,40,5,5,161,63,0,224
The Pennsylvania State University,Undergrad,Pre-Major Engineering,Senior,0,0,0,0,1,0,0,0,2,2,0,0,0,0,4,3,0,0,7,5,0,12
The Pennsylvania State University,Grad,"Acoustics (M.S., M.Eng.)",Master's,2,0,0,0,0,1,0,0,0,0,1,0,0,0,12,1,0,0,15,2,0,17
The Pennsylvania State University,Grad,"Additive Manufacturing and Design (M.S., M.Eng.)",Master's,4,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,12,0,0,12
The Pennsylvania State University,Grad,"Aerospace Engineering (M.S., M.Eng.)",Master's,17,1,1,0,1,1,0,0,3,1,1,0,0,0,18,3,0,0,41,6,0,47
The Pennsylvania State University,Grad,Agricultural and Biological Engineering (M.S.),Master's,5,2,0,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,9,4,0,13
The Pennsylvania State University,Grad,"Architectural Engineering (M.S., M.A.E., M.Eng.)",Master's,4,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,6,6,0,12
The Pennsylvania State University,Grad,Bioengineering (M.S.),Master's,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2
The Pennsylvania State University,Grad,Biomedical Engineering (M.S.),Master's,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,2,3,0,5
The Pennsylvania State University,Grad,Chemical Engineering (M.S.),Master's,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,0,6
The Pennsylvania State University,Grad,"Civil Engineering (M.S., M.Eng.)",Master's,8,2,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,12,3,0,15
The Pennsylvania State University,Grad,"Computer Science and Engineering (M.S., M.Eng.)",Master's,44,11,1,0,1,1,0,0,2,1,1,0,0,0,3,1,1,0,53,14,0,67
The Pennsylvania State University,Grad,"Electrical Engineering (M.S., M.Eng.)",Master's,50,8,0,0,1,1,0,0,3,0,1,0,0,0,11,1,3,0,69,10,0,79
The Pennsylvania State University,Grad,Energy and Mineral Engineering (M.S.),Master's,15,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,18,7,0,25
The Pennsylvania State University,Grad,Engineering at the Nano-scale (M.S.),Master's,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,3
The Pennsylvania State University,Grad,"Engineering Design (M.S., M.Eng.)",Master's,3,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,7,2,0,9
The Pennsylvania State University,Grad,Engineering Leadership and Innovation Management (M.Eng.),Master's,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,6,2,0,8
The Pennsylvania State University,Grad,Engineering Mechanics (M.Eng.),Master's,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
The Pennsylvania State University,Grad,Engineering Science and Mechanics (M.S.),Master's,9,0,1,0,1,0,0,0,1,0,1,0,0,0,6,1,0,0,19,1,0,20
The Pennsylvania State University,Grad,"Environmental Engineering (M.S., M.Eng.)",Master's,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,4,1,0,5
The Pennsylvania State University,Grad,Facilities Engineering and Management (M.Eng.),Master's,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
The Pennsylvania State University,Grad,"Industrial Engineering (M.S., M.Eng.)",Master's,34,11,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,38,14,0,52
The Pennsylvania State University,Grad,Materials Science and Engineering (M.S.),Master's,11,2,0,0,0,1,0,0,2,0,0,0,0,0,2,0,1,0,16,3,0,19
The Pennsylvania State University,Grad,Mechanical Engineering (M.S.),Master's,9,4,0,0,1,1,0,0,3,0,2,0,0,0,26,4,2,0,43,9,0,52
The Pennsylvania State University,Grad,"Nuclear Engineering (M.S., M.Eng.)",Master's,3,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,8,1,0,9
The Pennsylvania State University,Grad,Acoustics (Ph.D.),Doctoral,3,0,0,0,1,0,0,0,0,0,1,0,0,0,16,2,1,0,22,2,0,24
The Pennsylvania State University,Grad,Aerospace Engineering (Ph.D.),Doctoral,25,4,0,0,0,1,0,0,3,0,0,0,0,0,15,4,1,0,44,9,0,53
The Pennsylvania State University,Grad,Agricultural and Biological Engineering (Ph.D.),Doctoral,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,4,0,10
The Pennsylvania State University,Grad,Architectural Engineering (Ph.D.),Doctoral,8,5,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,10,7,0,17
The Pennsylvania State University,Grad,Bioengineering (Ph.D.),Doctoral,19,11,0,1,1,1,0,0,3,1,0,1,0,0,14,4,1,0,38,19,0,57
The Pennsylvania State University,Grad,Chemical Engineering (Ph.D.),Doctoral,53,20,0,0,0,0,0,0,2,2,0,0,0,0,21,7,0,0,76,29,0,105
The Pennsylvania State University,Grad,Civil Engineering (Ph.D.),Doctoral,35,13,0,1,1,0,0,0,0,0,0,0,0,0,2,3,0,0,38,17,0,55
The Pennsylvania State University,Grad,Computer Science and Engineering (Ph.D.),Doctoral,76,30,0,0,0,0,0,0,0,0,1,0,0,0,10,1,1,1,88,32,0,120
The Pennsylvania State University,Grad,Electrical Engineering (Ph.D.),Doctoral,91,16,1,0,1,2,0,0,3,0,0,0,0,0,23,2,1,0,120,20,0,140
The Pennsylvania State University,Grad,Energy and Mineral Engineering (Ph.D.),Doctoral,40,12,0,0,1,0,0,0,0,1,0,0,0,0,6,1,0,0,47,14,0,61
The Pennsylvania State University,Grad,Engineering Science and Mechanics (Ph.D.),Doctoral,37,4,0,1,2,0,0,0,1,0,1,0,0,0,15,1,2,0,58,6,0,64
The Pennsylvania State University,Grad,Environmental Engineering (Ph.D.),Doctoral,1,3,0,1,1,0,0,0,0,0,0,0,0,0,3,2,0,1,5,7,0,12
The Pennsylvania State University,Grad,Industrial Engineering (Ph.D.),Doctoral,49,24,1,0,0,0,0,0,1,1,0,1,0,0,7,3,0,0,58,29,0,87
The Pennsylvania State University,Grad,Material Science and Engineering (Ph.D.),Doctoral,56,13,2,1,10,2,1,0,1,6,3,2,0,1,57,15,2,1,132,41,0,173
The Pennsylvania State University,Grad,Mechanical Engineering (Ph.D.),Doctoral,71,13,3,0,4,0,0,0,3,2,0,1,0,0,40,9,3,1,124,26,0,150
The Pennsylvania State University,Grad,Nuclear Engineering (Ph.D.),Doctoral,15,1,0,0,2,0,0,0,1,0,0,0,0,0,10,2,0,0,28,3,0,31
University of Pittsburgh,Undergrad,Bioengineering (B.S.),Freshmen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
University of Pittsburgh,Undergrad,Bioengineering (B.S.),Sophomore,2,1,0,0,2,2,0,0,6,5,1,2,0,0,21,16,5,0,37,26,0,63
University of Pittsburgh,Undergrad,Bioengineering (B.S.),Junior,0,2,0,0,2,0,0,0,6,2,1,1,0,0,14,22,0,3,23,30,0,53
University of Pittsburgh,Undergrad,Bioengineering (B.S.),Senior,4,2,1,1,2,2,0,0,13,21,4,2,0,0,43,44,4,4,71,76,0,147
University of Pittsburgh,Undergrad,Chemical Engineering (B.S.),Freshmen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
University of Pittsburgh,Undergrad,Chemical Engineering (B.S.),Sophomore,0,0,0,0,1,1,0,0,4,3,2,1,0,0,35,20,0,4,42,29,0,71
University of Pittsburgh,Undergrad,Chemical Engineering (B.S.),Junior,2,2,1,1,2,0,0,0,1,3,4,2,0,0,51,30,2,1,63,39,0,102
University of Pittsburgh,Undergrad,Chemical Engineering (B.S.),Senior,3,5,0,1,1,1,0,0,7,8,5,5,0,0,113,62,4,1,133,83,0,216
University of Pittsburgh,Undergrad,Civil Engineering (B.S.),Freshmen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
University of Pittsburgh,Undergrad,Civil Engineering (B.S.),Sophomore,0,0,0,0,0,0,0,0,1,0,1,0,0,0,26,9,2,0,30,9,0,39
University of Pittsburgh,Undergrad,Civil Engineering (B.S.),Junior,1,0,1,0,1,2,0,0,2,1,0,0,0,0,48,17,0,0,53,20,0,73
University of Pittsburgh,Undergrad,Civil Engineering (B.S.),Senior,2,3,0,0,1,0,0,0,3,2,4,1,0,0,75,27,2,4,87,37,0,124
University of Pittsburgh,Undergrad,Computer Engineering (B.S.),Freshmen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
University of Pittsburgh,Undergrad,Computer Engineering (B.S.),Sophomore,7,0,2,0,0,0,0,0,7,3,2,2,0,0,33,4,2,1,53,10,0,63
University of Pittsburgh,Undergrad,Computer Engineering (B.S.),Junior,5,1,0,0,2,1,0,0,9,3,1,1,0,0,59,2,4,0,80,8,0,88
University of Pittsburgh,Undergrad,Computer Engineering (B.S.),Senior,4,1,3,0,2,1,0,0,6,3,2,0,0,0,81,17,4,0,102,22,0,124
University of Pittsburgh,Undergrad,Computer Science (B.S.)1,Freshmen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
University of Pittsburgh,Undergrad,Computer Science (B.S.)1,Sophomore,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,3,0,0,9,3,0,12
University of Pittsburgh,Undergrad,Computer Science (B.S.)1,Junior,10,5,0,0,1,0,0,0,10,5,2,0,0,0,76,10,6,0,105,20,0,125
University of Pittsburgh,Undergrad,Computer Science (B.S.)1,Senior,24,4,6,0,4,0,0,0,29,10,5,5,0,0,156,20,9,3,233,42,0,275
University of Pittsburgh,Undergrad,Electrical Engineering (B.S.),Freshmen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
University of Pittsburgh,Undergrad,Electrical Engineering (B.S.),Sophomore,3,0,0,0,0,2,0,0,3,0,0,0,0,0,26,2,1,0,33,4,0,37
University of Pittsburgh,Undergrad,Electrical Engineering (B.S.),Junior,4,2,0,0,2,0,1,0,3,2,0,0,0,0,36,8,0,2,46,14,0,60
University of Pittsburgh,Undergrad,Electrical Engineering (B.S.),Senior,3,2,0,2,5,1,0,0,6,2,3,1,1,0,69,15,3,0,90,23,0,113
University of Pittsburgh,Undergrad,Engineering Science (B.S.),Freshmen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
University of Pittsburgh,Undergrad,Engineering Science (B.S.),Sophomore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
University of Pittsburgh,Undergrad,Engineering Science (B.S.),Junior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
University of Pittsburgh,Undergrad,Engineering Science (B.S.),Senior,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,5,0,0,5
University of Pittsburgh,Undergrad,Environmental Engineering (B.S.),Freshmen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
University of Pittsburgh,Undergrad,Environmental Engineering (B.S.),Sophomore,0,0,0,0,0,2,0,0,0,1,0,0,0,0,4,5,0,0,4,8,0,12
University of Pittsburgh,Undergrad,Environmental Engineering (B.S.),Junior,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,2,7,8,0,15
University of Pittsburgh,Undergrad,Environmental Engineering (B.S.),Senior,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,9,0,0,6,11,0,17
University of Pittsburgh,Undergrad,Freshman Program,Freshmen,7,1,4,0,21,11,1,0,29,34,20,10,0,0,329,170,14,8,425,234,0,659
University of Pittsburgh,Undergrad,Freshman Program,Sophomore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
University of Pittsburgh,Undergrad,Freshman Program,Junior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
University of Pittsburgh,Undergrad,Freshman Program,Senior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
University of Pittsburgh,Undergrad,Industrial Engineering (B.S.),Freshmen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
University of Pittsburgh,Undergrad,Industrial Engineering (B.S.),Sophomore,1,0,0,0,1,0,0,0,1,2,2,1,0,0,14,15,0,1,19,19,0,38
University of Pittsburgh,Undergrad,Industrial Engineering (B.S.),Junior,11,8,1,0,0,1,0,0,3,1,2,2,0,0,29,20,0,3,46,35,0,81
University of Pittsburgh,Undergrad,Industrial Engineering (B.S.),Senior,9,10,1,1,2,1,0,0,3,2,3,2,0,0,37,37,2,1,57,54,0,111
University of Pittsburgh,Undergrad,Materials Science and Engineering (B.S.),Freshmen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
University of Pittsburgh,Undergrad,Materials Science and Engineering (B.S.),Sophomore,1,0,0,0,1,0,0,0,0,0,0,0,0,0,13,7,1,1,16,8,0,24
University of Pittsburgh,Undergrad,Materials Science and Engineering (B.S.),Junior,6,4,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,1,9,10,0,19
University of Pittsburgh,Undergrad,Materials Science and Engineering (B.S.),Senior,7,1,1,1,0,0,0,0,3,2,0,1,0,0,10,4,0,0,21,9,0,30
University of Pittsburgh,Undergrad,Mechanical Engineering (B.S.),Freshmen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
University of Pittsburgh,Undergrad,Mechanical Engineering (B.S.),Sophomore,2,1,1,0,2,0,0,0,6,1,2,3,0,0,52,18,5,0,70,23,0,93
University of Pittsburgh,Undergrad,Mechanical Engineering (B.S.),Junior,17,1,1,1,2,0,0,0,4,3,1,2,0,0,100,13,7,3,132,23,0,155
University of Pittsburgh,Undergrad,Mechanical Engineering (B.S.),Senior,20,8,2,1,6,2,1,0,17,5,9,5,0,0,180,35,7,1,242,57,0,299
University of Pittsburgh,Grad,Bioengineering (M.S.),Master's,3,4,0,0,1,0,0,0,2,0,0,1,0,0,8,2,0,0,14,7,0,21
University of Pittsburgh,Grad,Chemical Engineering (M.S.),Master's,8,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,9,4,0,13
University of Pittsburgh,Grad,Civil Engineering (M.S.),Master's,27,10,0,0,1,0,0,0,1,0,0,0,0,0,3,9,0,0,32,19,0,51
University of Pittsburgh,Grad,Computational Modeling and Simulation (M.S.),Master's,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
University of Pittsburgh,Grad,Computer Engineering (M.S.),Master's,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
University of Pittsburgh,Grad,Computer Sciences (M.S.)1,Master's,11,4,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,14,5,0,19
University of Pittsburgh,Grad,Electrical Engineering (M.S.),Master's,44,10,1,0,2,0,0,0,0,0,0,0,0,0,20,2,1,0,68,12,0,80
University of Pittsburgh,Grad,Industrial Engineering (M.S.),Master's,23,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,27,6,0,33
University of Pittsburgh,Grad,Materials Science and Engineering (M.S.),Master's,4,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,2,0,8
University of Pittsburgh,Grad,Mechanical Engineering (M.S.),Master's,34,7,0,0,0,0,0,0,0,0,2,0,0,0,11,0,1,0,48,7,0,55
University of Pittsburgh,Grad,Nuclear Engineering (M.S.),Master's,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
University of Pittsburgh,Grad,Petroleum Engineering (M.S.),Master's,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6
University of Pittsburgh,Grad,Sustainable Engineering (M.S.),Master's,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,2
University of Pittsburgh,Grad,Bioengineering (Ph.D.),Doctoral,24,11,3,2,2,3,0,1,6,5,0,2,1,0,28,21,6,2,70,47,0,117
University of Pittsburgh,Grad,Chemical Engineering (Ph.D.),Doctoral,19,12,1,1,5,0,0,0,0,0,2,1,0,0,13,8,1,0,41,22,0,63
University of Pittsburgh,Grad,Civil Engineering (Ph.D.),Doctoral,22,9,1,3,0,0,0,0,0,0,1,0,0,0,5,4,0,0,29,16,0,45
University of Pittsburgh,Grad,Computational Modeling and Simulation (Ph.D.),Doctoral,3,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,3,0,7
University of Pittsburgh,Grad,Computer Engineering (Ph.D.),Doctoral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
University of Pittsburgh,Grad,Computer Science (Ph.D.)1,Doctoral,39,15,0,0,0,0,0,0,4,0,0,0,0,0,6,3,1,0,50,18,0,68
University of Pittsburgh,Grad,Electrical Engineering (Ph.D.),Doctoral,47,12,1,0,3,0,0,0,2,1,1,1,0,0,7,0,0,0,61,14,0,75
University of Pittsburgh,Grad,Industrial Engineering (Ph.D.),Doctoral,26,4,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,28,5,0,33
University of Pittsburgh,Grad,Materials Science and Engineering (Ph.D.),Doctoral,16,5,0,0,1,0,0,0,1,0,0,0,0,0,3,3,0,0,21,8,0,29
University of Pittsburgh,Grad,Mechanical Engineering (Ph.D.),Doctoral,31,3,1,0,3,1,0,0,1,0,2,0,0,0,13,1,0,1,51,6,0,57
University of Portland,Undergrad,Civil Engineering (B.S.),Freshmen,0,1,1,0,4,2,0,0,7,0,0,0,1,0,4,3,5,0,22,6,0,28
University of Portland,Undergrad,Civil Engineering (B.S.),Sophomore,0,0,0,0,1,1,0,0,4,2,0,0,0,0,9,3,3,2,17,8,0,25
University of Portland,Undergrad,Civil Engineering (B.S.),Junior,0,1,0,0,0,2,0,0,3,5,0,0,1,0,6,8,0,1,10,17,0,27
University of Portland,Undergrad,Civil Engineering (B.S.),Senior,0,0,0,0,2,3,0,0,6,2,1,0,0,1,5,9,1,0,15,15,0,30
University of Portland,Undergrad,Computer Science (B.S.),Freshmen,3,0,1,0,1,0,0,0,14,5,4,0,0,0,20,2,6,3,49,10,0,59
University of Portland,Undergrad,Computer Science (B.S.),Sophomore,0,0,1,1,2,0,0,0,8,3,0,0,1,0,10,3,1,2,23,9,0,32
University of Portland,Undergrad,Computer Science (B.S.),Junior,0,0,1,0,3,2,0,0,1,2,0,0,0,0,15,3,2,2,22,9,0,31
University of Portland,Undergrad,Computer Science (B.S.),Senior,2,0,1,0,0,0,0,0,5,1,1,0,0,0,17,6,6,1,32,8,0,40
University of Portland,Undergrad,Electrical Engineering (B.S.),Freshmen,2,0,1,0,0,2,0,0,3,1,1,0,1,1,8,1,4,2,20,7,0,27
University of Portland,Undergrad,Electrical Engineering (B.S.),Sophomore,0,0,1,0,2,0,0,0,3,1,0,0,1,0,6,1,3,0,16,2,0,18
University of Portland,Undergrad,Electrical Engineering (B.S.),Junior,0,1,2,0,1,0,0,0,1,2,0,0,1,0,8,5,2,0,15,8,0,23
University of Portland,Undergrad,Electrical Engineering (B.S.),Senior,0,0,1,0,1,0,0,0,3,1,0,0,1,0,6,3,2,1,14,5,0,19
University of Portland,Undergrad,For Undecided Students,Freshmen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
University of Portland,Undergrad,For Undecided Students,Sophomore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
University of Portland,Undergrad,For Undecided Students,Junior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
University of Portland,Undergrad,For Undecided Students,Senior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
University of Portland,Undergrad,Mechanical Engineering (B.S.),Freshmen,3,0,4,1,6,0,0,0,8,4,1,0,0,0,41,9,6,0,69,14,0,83
University of Portland,Undergrad,Mechanical Engineering (B.S.),Sophomore,0,0,0,0,3,3,0,0,13,5,0,0,1,0,26,9,3,1,46,18,0,64
University of Portland,Undergrad,Mechanical Engineering (B.S.),Junior,0,0,1,0,5,3,0,0,4,3,0,0,0,0,27,7,3,2,40,15,0,55
University of Portland,Undergrad,Mechanical Engineering (B.S.),Senior,2,0,3,0,4,2,0,0,1,2,0,0,0,0,36,16,5,3,51,23,0,74
University of Portland,Grad,Engineering (M.ENG),Master's,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,4
University of Portland,Grad,MBME,Master's,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,2,0,0,5,3,0,8
Portland State University,Undergrad,Biomedical Informatics 3+2,Freshmen,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,1,3,0,4
Portland State University,Undergrad,Biomedical Informatics 3+2,Sophomore,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,2,0,3
Portland State University,Undergrad,Biomedical Informatics 3+2,Junior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
Portland State University,Undergrad,Biomedical Informatics 3+2,Senior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portland State University,Undergrad,Civil Engineering (B.S.),Freshmen,4,1,0,0,4,1,0,0,3,1,3,0,0,0,5,0,1,1,20,4,0,24
Portland State University,Undergrad,Civil Engineering (B.S.),Sophomore,6,3,0,0,1,2,0,0,0,1,3,1,0,0,8,4,2,0,20,11,0,31
Portland State University,Undergrad,Civil Engineering (B.S.),Junior,7,3,1,0,6,5,0,0,0,1,2,1,0,0,18,3,1,1,35,14,0,49
Portland State University,Undergrad,Civil Engineering (B.S.),Senior,21,4,8,2,5,1,2,1,10,6,1,0,1,1,34,11,2,2,84,28,0,112
Portland State University,Undergrad,Computer Engineering (B.S.),Freshmen,1,1,3,0,3,0,0,0,4,0,1,0,0,0,12,0,0,0,24,1,0,25
Portland State University,Undergrad,Computer Engineering (B.S.),Sophomore,5,1,0,0,4,0,0,1,0,1,1,0,0,0,5,3,0,0,15,6,0,21
Portland State University,Undergrad,Computer Engineering (B.S.),Junior,5,1,1,0,3,1,0,0,4,0,1,0,0,0,9,3,1,0,24,5,0,29
Portland State University,Undergrad,Computer Engineering (B.S.),Senior,8,1,3,1,2,3,0,0,1,1,1,2,0,0,13,3,2,2,30,13,0,43
Portland State University,Undergrad,Computer Science (B.S.),Freshmen,8,4,5,1,17,1,0,0,25,1,3,2,1,0,33,12,6,1,98,22,0,120
Portland State University,Undergrad,Computer Science (B.S.),Sophomore,7,1,5,1,14,3,0,0,11,3,2,2,0,0,42,12,10,1,91,23,0,114
Portland State University,Undergrad,Computer Science (B.S.),Junior,15,5,7,1,14,3,1,0,20,3,1,0,0,0,82,14,7,2,147,28,0,175
Portland State University,Undergrad,Computer Science (B.S.),Senior,37,11,11,1,13,3,1,1,23,4,6,0,0,0,124,13,10,5,225,38,0,263
Portland State University,Undergrad,Electrical Engineering (B.S.),Freshmen,5,0,1,0,2,0,0,0,3,3,2,0,0,0,6,2,2,0,21,5,0,26
Portland State University,Undergrad,Electrical Engineering (B.S.),Sophomore,8,1,0,1,2,0,0,0,3,1,0,0,0,0,9,4,2,0,24,7,0,31
Portland State University,Undergrad,Electrical Engineering (B.S.),Junior,11,3,1,0,6,0,1,0,3,1,4,0,0,0,17,3,1,2,44,9,0,53
Portland State University,Undergrad,Electrical Engineering (B.S.),Senior,36,7,7,0,8,1,0,0,9,3,10,0,0,0,52,9,2,0,124,20,0,144
Portland State University,Undergrad,Environmental Engineering (B.S.),Freshmen,2,2,0,1,0,0,0,0,1,0,0,0,0,0,5,2,0,0,8,5,0,13
Portland State University,Undergrad,Environmental Engineering (B.S.),Sophomore,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,0,0,2,6,0,8
Portland State University,Undergrad,Environmental Engineering (B.S.),Junior,3,2,1,1,1,0,0,0,0,0,0,0,0,0,5,2,0,1,10,6,0,16
Portland State University,Undergrad,Environmental Engineering (B.S.),Senior,2,3,1,0,0,2,0,1,0,0,0,0,0,0,7,5,1,2,11,13,0,24
Portland State University,Undergrad,Mechanical Engineering (B.S.),Freshmen,3,0,2,1,9,3,0,0,8,2,3,0,0,0,20,6,1,0,46,12,0,58
Portland State University,Undergrad,Mechanical Engineering (B.S.),Sophomore,2,0,0,0,8,1,1,0,8,2,1,0,1,0,20,2,1,1,42,6,0,48
